EUBO	ELBO	ESS	KLs_eta_ex	KLs_eta_in	KLs_z_ex	KLs_z_in
-293.713	-340.652	2.255	5.128	7.089	4.889	11.640
-293.965	-340.891	2.279	5.089	6.959	4.897	11.676
-294.455	-341.858	2.300	5.017	6.847	4.894	11.699
-293.792	-341.179	2.305	4.921	6.688	4.885	11.672
-294.193	-341.679	2.316	4.852	6.528	4.830	11.504
-294.356	-341.457	2.326	4.761	6.376	4.837	11.510
-294.227	-341.092	2.327	4.707	6.309	4.812	11.452
-293.814	-341.053	2.349	4.605	6.104	4.788	11.443
-293.566	-340.774	2.360	4.563	6.018	4.812	11.457
-293.886	-341.062	2.351	4.551	6.001	4.801	11.433
-294.199	-341.709	2.365	4.433	5.806	4.757	11.327
-293.985	-340.911	2.381	4.362	5.635	4.740	11.289
-294.066	-340.767	2.413	4.283	5.517	4.745	11.295
-294.037	-340.885	2.408	4.252	5.487	4.713	11.237
-294.284	-340.422	2.412	4.196	5.381	4.714	11.245
-293.154	-340.553	2.437	4.102	5.224	4.697	11.180
-293.279	-340.854	2.446	4.075	5.224	4.700	11.194
-293.860	-341.101	2.457	4.012	5.084	4.696	11.172
-294.223	-341.572	2.462	3.935	4.939	4.691	11.165
-293.270	-340.433	2.475	3.904	4.870	4.687	11.130
-292.792	-340.400	2.489	3.869	4.819	4.654	11.079
-293.187	-340.372	2.501	3.801	4.713	4.635	11.056
-293.342	-340.373	2.519	3.796	4.718	4.635	11.015
-293.562	-340.527	2.527	3.740	4.577	4.627	10.953
-292.427	-339.973	2.525	3.676	4.466	4.622	10.973
-293.151	-340.306	2.544	3.624	4.431	4.624	10.973
-292.975	-340.410	2.582	3.574	4.369	4.610	10.958
-293.501	-339.723	2.592	3.461	4.192	4.589	10.905
-293.616	-340.423	2.574	3.502	4.231	4.576	10.827
-293.064	-339.627	2.602	3.441	4.155	4.577	10.885
-292.708	-339.416	2.620	3.385	4.019	4.526	10.772
-293.229	-339.889	2.619	3.358	3.969	4.519	10.753
-293.561	-340.389	2.618	3.354	3.992	4.535	10.825
-293.253	-340.121	2.672	3.296	3.924	4.517	10.729
-292.867	-339.855	2.665	3.263	3.812	4.511	10.711
-293.303	-340.195	2.657	3.225	3.791	4.526	10.754
-293.010	-339.989	2.701	3.201	3.705	4.490	10.669
-293.122	-339.838	2.699	3.153	3.635	4.499	10.667
-292.794	-339.992	2.712	3.097	3.582	4.488	10.636
-293.164	-339.618	2.744	3.108	3.574	4.493	10.689
-292.543	-339.334	2.740	3.050	3.484	4.442	10.549
-293.149	-339.793	2.758	3.041	3.468	4.428	10.531
-293.087	-339.545	2.759	3.040	3.447	4.467	10.619
-292.242	-339.421	2.792	2.976	3.388	4.428	10.516
-292.905	-339.543	2.792	2.959	3.351	4.439	10.527
-294.038	-340.119	2.813	2.947	3.332	4.401	10.466
-292.887	-339.348	2.830	2.906	3.252	4.409	10.495
-293.024	-339.937	2.819	2.861	3.210	4.389	10.411
-292.688	-339.293	2.853	2.846	3.163	4.428	10.477
-292.624	-339.374	2.869	2.841	3.148	4.409	10.453
-292.899	-339.527	2.877	2.798	3.095	4.432	10.531
-292.913	-339.845	2.882	2.788	3.062	4.392	10.427
-293.327	-339.814	2.891	2.781	3.082	4.391	10.449
-292.623	-339.462	2.911	2.721	2.993	4.364	10.389
-292.774	-339.056	2.943	2.701	2.945	4.392	10.458
-293.475	-339.375	2.928	2.690	2.911	4.377	10.438
-292.901	-339.537	2.956	2.696	2.951	4.367	10.387
-293.035	-339.530	2.967	2.682	2.885	4.356	10.414
-292.790	-339.239	2.955	2.601	2.835	4.340	10.333
-293.109	-338.763	2.994	2.597	2.832	4.344	10.336
-292.969	-339.179	3.015	2.579	2.777	4.375	10.395
-292.219	-339.066	3.001	2.578	2.768	4.334	10.312
-292.271	-339.008	3.022	2.564	2.752	4.310	10.269
-292.328	-338.818	3.059	2.526	2.723	4.331	10.313
-292.822	-339.159	3.063	2.540	2.714	4.323	10.265
-292.938	-339.238	3.069	2.530	2.696	4.306	10.271
-293.553	-340.044	3.081	2.494	2.655	4.320	10.262
-292.956	-339.419	3.085	2.495	2.654	4.349	10.333
-291.978	-338.486	3.101	2.479	2.606	4.317	10.285
-293.218	-339.997	3.103	2.467	2.586	4.329	10.300
-292.651	-339.350	3.111	2.483	2.609	4.319	10.280
-292.554	-339.259	3.152	2.410	2.531	4.275	10.160
-292.749	-339.553	3.157	2.438	2.546	4.291	10.226
-292.766	-339.386	3.164	2.397	2.541	4.322	10.271
